element_type,osmid,name,tourism,geometry,access,barrier,bicycle,foot,horse,historic,name:en,ruins,start_date,website,wikidata,wikipedia,description,note,amenity,building,denomination,religion,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,fee,man_made,tower:type,entrance,source,source:date,url,castle_type,attraction,memorial,leisure,sport,natural,disused:natural,archaeological_site,opening_hours,site_type,nodes,email,hearing_loop,height,phone,roof:height,roof:shape,url:miserend,alt_name,ele,name:nl,name:tr,area,highway,surface,landuse,heritage,addr:suburb,architect,animal,ways,dog,name:de,type,locomotive:type,ref,waterway,inscription,survey:date,aerialway,is_in,addr:conscriptionnumber,addr:housename,addr:province,architect:wikipedia,building:levels,url:mma,url:muemlekem,url:viztorony,place,reservation,closest_town,contact:appstore,contact:email,contact:facebook,contact:googleplay,contact:press,contact:radio,contact:soundcloud,contact:youtube,contact:youtube2,official_name,operator,historic:civilization,check_date,display,material,support,visibility,artist_name,description:de,description:en,denotation,leaf_cycle,leaf_type,addr:place,mapillary,name:hu,image,fixme,service_times,url:gc,addr:district,url:geocaching,layer,tunnel,bridge,building:part,observatory:type,roof:colour,source:name,FIXME,intermittent,genus,species,smoking,age,species:hu,url:blog,postal_code,surveillance,surveillance:type,telescope:diameter,telescope:type,video,wall,addr:hamlet,old_name,geological,disused:man_made,contact:website,operator:type,wheelchair:description,name:sk,drinking_water,toilets:disposal,building:colour,location,military,bunker_type,building:architecture,geocaching,local_name,stop_date,description:hu,url:tuhu,contact:mobile,smoothness,date,check_date:opening_hours,contact:instagram,contact:phone_1,opening_hours:url,payment:maestro,payment:mastercard,payment:visa,name:pl,payment:debit_cards,fortification_type,toilets:wheelchair,social_facility,social_facility:for,url:muemlekem.hu,bridge:structure,admin_level,charge,url:műemlékem,capacity,disused:tourism,facebook,url:visegrad,source:geometry,building:condition,url:varak,created_by,contact:foursquare,contact:tripadvisor,cuisine,ref:google,name:es,name:ko,name:ru,name:it,club,free_refill,free_refill_note,live_music,music,outdoor_seating,artwork_type,cave:features,cave:ref,disused,name:ro,name:zh,circumference,diameter_crown,species:ru,protect_class,wikimedia_commons,level,tomb,camera:type,internet_access,internet_access:fee,loc_name,public_transport,railway,railway:name:VPE,railway:ref,railway:ref:DB,train,uic_name,uic_ref,url:turistautak,url:iho,url:kozterkep,remark,operator:de,operator:en,operator:fr,operator:hr,operator:it,operator:ro,operator:sk,operator:sr,seamark:rock:water_level,seamark:type,barometer,hygrometer,thermometer,abandoned:building,abandoned:military,protection_title,taxon,historic:period,url:biatorbágy,url:ertektar,collection,name:ja,aeroway,aircraft:type,razed:tourism,brand,theatre:genre,name:eo,name:fr,zoo,aircraft:model,construction_date,name:cs,name:pt,source:height,official_name:de,alt_name:de,alt_name:en,architect:wikidata,status,internet_access:ssid,old_name:1958-1999,roof:levels,name:el,contact:twitter,garden:type,building:material,building:min_level,name:he,name:uk,name:af,name:an,name:bg,name:ca,name:da,name:eu,name:fi,name:hy,name:id,name:mk,name:sl,name:sr,name:sr-Latn,name:sv,url:ef,url:ertekletar,alt_name:cs,int_name,opening_hours_1,phone:mobile,url:historicgarden,url:2,diocese,name:etymology:wikidata,wheelchair:description:de,url:limes_pannonia,addr:subdistrict,url:BME,url:regitemplomok,url:tok,building:cladding,headframe,resource,cutline,xmas:feature,church,delivery,payment:american_express,payment:amex,payment:cards,payment:cash,payment:coins,payment:electronic_purses,payment:visa_electron,takeaway,species:wikidata,contact:webcam,government,office,short_name,fax,bath:type,telecom,boat,water,lit,url:velenceito,accuracy,ref:hu_geocaching,url:egkep,pump,conscriptionnumber,url:kastelyok,tower:construction,worship,landmark,lanes,maxspeed,priority,source:maxspeed,designation,is_in:zoo,GPS,roof:material,url:geocaching.hu,artwork_subject,fence_type,alt_phone,windmill:vanes,water_slide,heritage:website,opening_hours:office,mineshaft_type,abandoned:railway,incline,length,tracktype,name:la,url:mult,url:wikimapia,ref:ksh,wikidata:2,wikipedia:2,manufacturer:wikidata,maxweight,maxwidth,description:ar,description:bg,description:cz,description:es,description:fi,description:fr,description:gr,description:hr,description:il,description:it,description:ja,description:nl,description:pl,description:ro,description:ru,description:sk,description:sl,description:sr,description:zh,ship:type,website:2,website:3,functional,url:egykor,disused:railway,network,shelter,craft,shop,telescope,telescope:usage,url:bnpi,pump:status,heritage:operator,maxweight:signed,oneway,note:hu,ref:HU:vatin,openplaques:id,boundary,genus:en,genus:hu,planted_by,planted_date,url:epulettar,url:archeodatabase,url:epiteszforum,url:mtak,url:museum,url:sulinet,bottle,fountain,astronomy,min_height,url:darksky,self_service,toilets,old_addr:housenumber,old_addr:street,mtb:scale,sac_scale,url:library_hun,url:templomrom,url:turautak,drinking_water:legal,water_characteristic,product,url:geopark,colour,year_of_construction,community,monastery:type,wikipedia:en,changing_table,operator:addr,ref:vatin,maxheight,embankment,abandoned,abandoned:highway,source:ref,format,format:top,seasonal,trees,motorcar,abandoned:man_made,building:flats,branch,brand:wikidata,brand:wikipedia,operator:wikidata,operator:wikipedia,source:www.posta.hu:date,ref:viztorony.hu
way,1068986946,Gyűrűsfarkú makik,attraction,"POLYGON ((19.077472 47.5190561, 19.0775281 47.5189442, 19.0776367 47.5188147, 19.0777333 47.5187667, 19.0778325 47.5187649, 19.0778553 47.5187893, 19.0778808 47.5188654, 19.0778225 47.5190865, 19.0776985 47.5190757, 19.0776958 47.5190511, 19.077677 47.5190348, 19.0776475 47.5190294, 19.0776086 47.5190466, 19.0775961 47.5190668, 19.077472 47.5190561))",,,,,,,Lemurs,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[9812390015, 9812390014, 9812390013, 9812390012, 9812390011, 9812390010, 9812390009, 9812390008, 9812453414, 9812453415, 9812453416, 9812453417, 9812453418, 9812453419, 9812390015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q185385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986947,Gyűrűsfakú makik,attraction,"POLYGON ((19.0775084 47.5191428, 19.077495 47.519254, 19.0775521 47.519304, 19.0773578 47.5192567, 19.0772814 47.5192141, 19.07728 47.5191788, 19.0773222 47.5191266, 19.0775084 47.5191428))",,,,,,,Lemurs,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[275046618, 275046620, 275046621, 9812453318, 9812453317, 9812390016, 275046616, 275046618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q185385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986952,Orrszarvúk,attraction,"POLYGON ((19.0798389 47.5197014, 19.0797919 47.5196117, 19.0799475 47.5195737, 19.0799984 47.5196244, 19.0799421 47.5196706, 19.0799917 47.5197168, 19.0801151 47.5198083, 19.080158 47.5198608, 19.0800843 47.519859, 19.0799823 47.5198508, 19.0799193 47.5197449, 19.0798389 47.5197014))",,,,,,,Rhinoceroses,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[7823758917, 9812453368, 9812453367, 9812453366, 9812453365, 9812453364, 9812453363, 7823758913, 7823758914, 7823758915, 7823758916, 7823758917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q34718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986954,Manulok,attraction,"POLYGON ((19.0778922 47.5198237, 19.0778855 47.5198255, 19.0778232 47.5197992, 19.0778654 47.5197503, 19.0779271 47.5197784, 19.0778922 47.5198237))",,,,,,,Pallas's cats,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[9812453376, 9812453375, 9812453379, 9812453378, 9812453377, 9812453376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986955,Jegesmedvék,attraction,"POLYGON ((19.0762889 47.5188165, 19.0762514 47.5188093, 19.0761703 47.5187857, 19.0761361 47.5187712, 19.0761267 47.5187536, 19.0761434 47.5187273, 19.0763231 47.5187096, 19.0764271 47.5187128, 19.0764727 47.5187268, 19.0764747 47.5187567, 19.0764472 47.5187758, 19.0763292 47.5188161, 19.0762889 47.5188165))",,,,,,,Polar Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[9812453394, 9812453393, 9812453392, 9812453391, 9812453390, 9812453389, 9812453388, 9812453387, 9812453386, 9812453385, 9812453384, 9812453383, 9812453394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q33609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986956,Fókák,attraction,"POLYGON ((19.0766001 47.5189198, 19.0764391 47.5189143, 19.0763721 47.5188971, 19.0763319 47.5188745, 19.0763137 47.51885, 19.0764593 47.5188047, 19.0765256 47.5187807, 19.0765411 47.5187644, 19.0764834 47.5187336, 19.0764854 47.5187096, 19.0764982 47.5186938, 19.0765954 47.5187241, 19.0766484 47.518759, 19.0766852 47.5188152, 19.0766859 47.5188482, 19.0766779 47.5188745, 19.0766001 47.5189198))",,,,,,,Seals,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[9812453410, 9812453409, 9812453408, 9812453407, 9812453406, 9812453405, 9812453404, 9812453403, 9812453402, 9812453401, 9812453400, 9812453399, 9812453398, 9812453397, 9812453396, 9812453395, 9812453410]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q379732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068986957,Rozsomák,attraction,"POLYGON ((19.0776242 47.5195789, 19.0776783 47.5195954, 19.0777668 47.5196416, 19.0778661 47.5196407, 19.0779318 47.5196199, 19.0779398 47.5195791, 19.0778862 47.5195248, 19.0777896 47.5194641, 19.0777241 47.5194405, 19.0776242 47.5195789))",,,,,,,Wolverine,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[9812453413, 7048005444, 7048005443, 7048005442, 7048005441, 7048005440, 7048005439, 7048005438, 9812453412, 9812453413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q14334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068988873,Flamingók,attraction,"POLYGON ((19.0796013 47.51899, 19.079511 47.5188926, 19.079451 47.5188945, 19.0793841 47.5189256, 19.0793382 47.518983, 19.0792991 47.5190941, 19.0792912 47.5191422, 19.0794559 47.519176, 19.0794598 47.5191347, 19.0794754 47.5191086, 19.0796013 47.51899))",,,,,,,Flamingos,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[7823758926, 9812426921, 9812453374, 9812426920, 9812426919, 9812426918, 9812426922, 7823758932, 7823758933, 7823758925, 7823758926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q179863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1069141361,Gorillák,attraction,"POLYGON ((19.0783566 47.5190004, 19.0783862 47.5188305, 19.0789541 47.5188924, 19.0789143 47.5189406, 19.0786453 47.5188956, 19.0786023 47.5189352, 19.07855 47.5189315, 19.0785018 47.5189578, 19.0784497 47.519007, 19.0783566 47.5190004))",,,,,,,Gorillas,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,"[275046672, 9813769169, 9813769168, 275046668, 275046670, 7823758936, 7823758935, 7823758937, 275046671, 275046672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q36611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,11772,Magyar Tudományos Akadémia,attraction,"POLYGON ((19.0467024 47.5015511, 19.0469257 47.5011148, 19.0467151 47.5010924, 19.0467327 47.50102, 19.0463149 47.5009774, 19.0462974 47.5010496, 19.0460867 47.5010273, 19.0459541 47.5014729, 19.0467024 47.5015511), (19.0462584 47.5012247, 19.046359 47.5012331, 19.0463592 47.501268, 19.0463951 47.5013045, 19.0464522 47.5013187, 19.0465172 47.5013056, 19.0465483 47.5012807, 19.0465588 47.5012498, 19.0466489 47.5012573, 19.0465692 47.5014175, 19.0462261 47.5013862, 19.0462584 47.5012247))",,,,,,,Hungarian Academy of Sciences,,,https://mta.hu/,Q265058,hu:Magyar Tudományos Akadémia,,,,yes,,,,Budapest,,9,1051,Széchenyi István tér,,,,,,,,,,,,,,,,,,,"[[[263711443, 260661582, 260516597, 260516606, 260516602, 260516600, 260306689, 263711442, 263711443], [260558931, 260558937, 2486889002, 2486889004, 2486889006, 2486889008, 2486889007, 2486889005, 2486889003, 260558938, 260558932, 260558931]]]",info@titkarsag.mta.hu,,,+36 1 411 6100,,,,,,,,,,,,,,,,"[919842976, 24026306]",,Ungarische Akademie der Wissenschaften,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,government,MTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,11844,Magyar Nemzeti Bank,attraction,"POLYGON ((19.052515 47.503942, 19.0525781 47.503583, 19.0523314 47.5033405, 19.0515794 47.5032694, 19.0514846 47.5038507, 19.052515 47.503942), (19.0518165 47.5035467, 19.0523326 47.5035904, 19.0523065 47.503731, 19.0517904 47.5036873, 19.0518165 47.5035467))",,,,,,,Hungarian National Bank,,,https://www.mnb.hu,Q774636,hu:Magyar Nemzeti Bank,,,,office,,,yes,Budapest,,9,1054,Szabadság tér,,,,,,,,,,,,,,,,,,,"[[[260696084, 260696085, 260696087, 260696088, 260696086, 260696084], [260696089, 260696091, 260696092, 260696090, 260696089]]]",meeting@mnb.hu,,,+36 1 4282 600,,,,,,,,,,,,,,,,"[24037955, 24037957]",,Ungarische Nationalbank,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banco Nacional de Hungría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banque nationale hongroise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,MNB,+36 1 4298 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,11846,Postatakarékpénztár,attraction,"POLYGON ((19.0524428 47.504118, 19.0521715 47.5040921, 19.0519283 47.504069, 19.0518069 47.5046512, 19.0519782 47.5046675, 19.0523213 47.5047002, 19.0524428 47.504118), (19.0519794 47.504556, 19.0520448 47.5042101, 19.0522283 47.5042259, 19.0521629 47.5045718, 19.0519794 47.504556))",,,,,,yes,,,,,Q1239733,hu:Postatakarékpénztár,,,bank,bank,,,,Budapest,,4,1054,Hold utca,,,,,,,,,,,,,,,,,,,"[[[260697309, 260697310, 7343616568, 260697312, 260697311, 7343616561, 260697309], [260697315, 260697316, 260697320, 260697319, 260697315]]]",,,,,,,,Magyar Államkincstár,,,,,,,,2,,Lechner Ödön építész (1845-1914),,"[24038093, 24038095]",,"Postsparkasse, Ungarische Staatskasse",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magyar Nemzeti Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,11847,Gresham-palota,attraction,"POLYGON ((19.0483708 47.4998403, 19.048397 47.4997531, 19.0484917 47.499436, 19.0480436 47.4993946, 19.0477221 47.5000562, 19.0483049 47.5001073, 19.0483523 47.4999017, 19.0483708 47.4998403), (19.0482828 47.4999061, 19.0482469 47.5000341, 19.0478652 47.4999931, 19.0479396 47.4998578, 19.0482828 47.4999061), (19.048031 47.4996775, 19.0483302 47.4997122, 19.0482987 47.4998506, 19.0479703 47.4998023, 19.048031 47.4996775), (19.0480677 47.4996192, 19.0481272 47.4994971, 19.0483835 47.4995231, 19.048347 47.4996567, 19.0480677 47.4996192))",,,,,,,Gresham Palace,,,,Q854317,hu:Gresham-palota,,,,yes,,,yes,Budapest,,5-6,1051,Széchenyi István tér,,,,,,,,,,,,,,,,,,,"[[[260661587, 260697581, 2465367262, 5226009331, 264115649, 260697582, 260697583, 260661587], [260697584, 260697585, 260697592, 260697591, 260697584], [260697586, 260697587, 260697594, 260697593, 260697586], [260697589, 260697590, 260697596, 260697595, 260697589]]]",,,,,,,,,,,,,,,,,,,,"[24038133, 24038136, 24038137, 24038138]",,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,12961,Klotild-palota,attraction,"POLYGON ((19.0542007 47.4930043, 19.054299 47.4928798, 19.0534362 47.4925808, 19.0532224 47.4928671, 19.053262 47.4928986, 19.0542007 47.4930043), (19.0535798 47.4927686, 19.0538036 47.492823, 19.0538161 47.4928059, 19.0541285 47.4928868, 19.0541085 47.492926, 19.0537561 47.492873, 19.0537626 47.492858, 19.0535542 47.4928302, 19.0535798 47.4927686))",,,,,,,,,1902,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[263763726, 2769034367, 2769034368, 263763736, 1783439542, 263763726], [263763754, 263763782, 263763777, 263763771, 10680324050, 263763765, 263763761, 263763758, 263763754]]]",,,,,,,,,,,,,,,,,,Korb Flóris; Giergl Kálmán,,"[24324019, 24324022]",,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
